Patient	Gene	ENSG.ID	logFC	logCPM	F	PValue	FDR
P2	AC105398.1	ENSG00000229224.2	-0.266101465	-3.329293289	0.091561492	0.76496257	0.820525222
P2	AC114956.1	ENSG00000248240.1	-0.073174495	-0.836772118	0.091516136	0.765018964	0.820545443
P2	AL391650.1	ENSG00000236782.7	-0.137159939	-1.983502139	0.091469859	0.76507652	0.82054792
P2	AC117386.2	ENSG00000243944.5	0.076154646	-0.668838397	0.091453909	0.765096361	0.82054792
P2	AL162431.1	ENSG00000225857.5	-0.155619532	-2.429703054	0.091398671	0.765165089	0.820554366
P2	AC015660.3	ENSG00000259760.1	0.259880278	-3.106944999	0.091384375	0.76518288	0.820554366
P2	LINC02356	ENSG00000257595.3	0.158999339	-1.74413935	0.091358566	0.765215002	0.820554366
P2	KRAS	ENSG00000133703.14	0.026303038	4.727381822	0.091292187	0.765297643	0.820602722
P2	AC092978.1	ENSG00000242104.5	-0.072775663	-1.14505123	0.091188852	0.765426356	0.820700472
P2	ZNF555	ENSG00000186300.12	-0.060141886	0.177844485	0.090911308	0.765772461	0.821031293
P2	IL6STP1	ENSG00000227018.1	0.171079951	-2.455148238	0.090867645	0.765826963	0.82104945
P2	AC092295.1	ENSG00000228629.2	0.077605647	-0.545651899	0.090632044	0.766121295	0.821324718
P2	CARD11	ENSG00000198286.10	-0.337467066	-3.217503654	0.090438963	0.76636282	0.821511159
P2	AL035409.1	ENSG00000230498.3	-0.076159677	-0.265325282	0.090432923	0.76637038	0.821511159
P2	AC069218.1	ENSG00000213169.3	-0.228443185	-3.249514802	0.090368141	0.766451482	0.821557802
P2	SORBS2	ENSG00000154556.18	0.072548039	3.661531567	0.090246971	0.766603262	0.821636319
P2	AC008278.2	ENSG00000234022.1	0.214458057	-3.833961162	0.090225563	0.76663009	0.821636319
P2	ZNF277	ENSG00000198839.10	0.026672694	5.145591488	0.090219641	0.766637512	0.821636319
P2	LINC02019	ENSG00000273356.1	-0.083534636	-0.601807836	0.090012696	0.766897037	0.821874161
P2	FIRRE	ENSG00000213468.7	0.110259937	-1.147938389	0.089772118	0.767199152	0.82215762
P2	AL035413.2	ENSG00000270728.1	0.042908114	0.861713894	0.089729711	0.767252452	0.822174426
P2	UAP1L1	ENSG00000197355.11	-0.023838376	5.649049119	0.089531298	0.767502014	0.82240153
P2	AC117386.1	ENSG00000241048.1	0.280554004	-3.448949394	0.089398095	0.767669725	0.822540912
P2	AC025283.1	ENSG00000262316.1	0.2881027	-3.772009921	0.089288278	0.767808095	0.822648842
P2	WDR36	ENSG00000134987.13	0.024581807	6.18938468	0.089156638	0.767974084	0.822786352
P2		ENSG00000289551.1	-0.331675933	-3.171937826	0.089099899	0.768045669	0.822822712
P2	KRTAP5-9	ENSG00000254997.4	-0.216988838	-2.633500028	0.089024845	0.768140399	0.822883863
P2	ZBTB45	ENSG00000119574.13	-0.031071987	4.305534616	0.08890759	0.768288483	0.823002161
P2	IFITM5	ENSG00000206013.2	0.217074305	-3.40925829	0.088592212	0.768687307	0.823322721
P2	GUCD1	ENSG00000138867.17	-0.022385368	6.106302684	0.088572431	0.768712349	0.823322721
P2	PITPNM1	ENSG00000110697.13	-0.025511804	5.388755913	0.088568787	0.768716962	0.823322721
P2	CTDP1	ENSG00000060069.18	-0.018189803	5.548106765	0.088551844	0.768738413	0.823322721
P2	HEATR5A	ENSG00000129493.15	-0.018321509	4.617152565	0.088448874	0.768868829	0.823422046
P2	FURIN	ENSG00000140564.13	-0.022319258	6.705283475	0.088375019	0.76896242	0.823481928
P2	AC104655.1	ENSG00000231851.6	0.117728152	-1.803953366	0.088228102	0.769148726	0.823641085
P2	AC009262.1	ENSG00000236212.2	-0.148283783	-2.897359523	0.087889289	0.76957902	0.824056001
P2	BUD13P1	ENSG00000270689.1	0.252094296	-3.888429447	0.087863665	0.769611598	0.824056001
P2		ENSG00000287722.1	0.179618711	-3.373659259	0.087789408	0.769706042	0.824116752
P2	LINC00957	ENSG00000235314.1	-0.254735309	-3.865659119	0.087497186	0.770078124	0.824474746
P2	AL359711.2	ENSG00000260273.1	0.168790259	-2.907387566	0.087428104	0.770166184	0.824528637
P2	KLHL34	ENSG00000185915.5	0.267530676	-2.999361936	0.087382954	0.770223758	0.824549885
P2	1-Mar	ENSG00000145416.14	0.031315767	4.311428305	0.087223426	0.770427313	0.824727402
P2	IFNGR2	ENSG00000159128.15	-0.019219361	5.23139874	0.087175623	0.770488349	0.824752344
P2	ZNF804B	ENSG00000182348.7	-0.167218698	-3.06800899	0.087095622	0.770590537	0.824821332
P2		ENSG00000287278.1	0.331654924	-3.913082598	0.087003016	0.770708889	0.824907614
P2	ATAD3C	ENSG00000215915.10	0.10458631	-1.843098981	0.086943737	0.770784685	0.824948341
P2	AC242843.1	ENSG00000274423.1	-0.057672698	0.078980937	0.086905878	0.770833106	0.824959768
P2	AC126614.1	ENSG00000258001.1	-0.244627389	-3.779143077	0.08653096	0.771313254	0.825433211
P2	SLC28A1	ENSG00000156222.12	-0.219587583	-3.451553428	0.086358768	0.771534156	0.825629187
P2	AC046195.1	ENSG00000253288.2	0.181947629	-3.227121767	0.086160726	0.771788517	0.825860947
P2	LINC00603	ENSG00000250048.2	0.27365741	-1.683819619	0.085876396	0.772154262	0.826205218
P2	TAF9P3	ENSG00000267692.1	0.193414624	-3.089831548	0.085851862	0.772185852	0.826205218
P2	RNF126	ENSG00000070423.18	0.030344621	4.748959912	0.085724935	0.772349362	0.82631696
P2	AL121772.1	ENSG00000274414.1	-0.093777955	-0.867095959	0.085712101	0.772365903	0.82631696
P2	PDCD2L	ENSG00000126249.8	-0.058136017	0.671421934	0.085386095	0.772786509	0.826726478
P2	PLAC8L1	ENSG00000173261.9	-0.037108337	1.555966628	0.085318957	0.772873238	0.826778791
P2	PATZ1	ENSG00000100105.18	-0.024517562	3.887660752	0.085190019	0.773039904	0.826916608
P2		ENSG00000286141.1	-0.131080598	-2.099237475	0.085307136	0.773144121	0.826987613
P2	AL357079.1	ENSG00000237950.3	0.119580297	-1.988944602	0.084839653	0.773493484	0.827320817
P2	PRSS36	ENSG00000178226.11	0.128153803	-2.357169186	0.084723491	0.773644091	0.827441412
P2	RPSAP72	ENSG00000219361.1	-0.15286127	-2.241087456	0.084676496	0.773705053	0.82746612
P2	LINC01094	ENSG00000251442.7	-0.056422608	-0.020277274	0.084508968	0.77392252	0.827658199
P2	AL137785.1	ENSG00000283627.1	0.171175089	-2.173399899	0.084454083	0.773993818	0.827693947
P2	VPS45	ENSG00000136631.15	0.015505353	5.822577279	0.084403187	0.774059956	0.827724175
P2	RAB40A	ENSG00000172476.4	-0.172860763	-2.975375871	0.084292695	0.774203612	0.827800518
P2	AL355075.5	ENSG00000259162.2	0.143689325	-2.742020872	0.084290012	0.774207101	0.827800518
P2	AC008443.3	ENSG00000248103.1	-0.158787825	-1.963543468	0.084224126	0.774292813	0.827851664
P2	AL672291.1	ENSG00000227237.1	0.234691428	-3.30896191	0.084172764	0.774359655	0.827882631
P2	RPS8P10	ENSG00000223877.4	0.219350358	-3.622734312	0.084035799	0.77453801	0.828032809
P2		ENSG00000286000.1	0.128650582	-2.38618912	0.083662826	0.775024495	0.828512368
P2	MT-ND5	ENSG00000198786.2	-0.097599273	10.34721912	0.083568983	0.775147085	0.82860289
P2	AC099811.3	ENSG00000267658.1	-0.169982673	-2.946546281	0.083389913	0.775381215	0.828811597
P2		ENSG00000285773.1	0.368865352	-3.610060294	0.083361668	0.77541817	0.828811597
P2	NDUFB9P1	ENSG00000271045.1	-0.229313134	-3.60640741	0.08331613	0.775477766	0.828834762
P2	CCNI	ENSG00000118816.11	-0.021068241	8.633729563	0.083156255	0.775687131	0.828998609
P2	WDR38	ENSG00000136918.8	0.103447006	-1.589601395	0.083141148	0.775706925	0.828998609
P2	GTF2IP1	ENSG00000277053.4	-0.035067241	4.370433994	0.08304772	0.775829388	0.829088945
P2	AC012640.4	ENSG00000271980.1	0.216105498	-3.110192466	0.082949154	0.775958667	0.829186556
P2	CRTC3	ENSG00000140577.17	-0.023703112	5.41473073	0.082891081	0.776034874	0.829227448
P2	NBEAP3	ENSG00000223875.2	0.515527966	-3.028241058	0.082738334	0.776235457	0.829398564
P2	AC242376.1	ENSG00000259414.1	-0.219311123	-3.546058896	0.082691833	0.776296561	0.829398564
P2	GOLGA8J	ENSG00000179938.13	0.15479291	-3.060043561	0.082679699	0.776312509	0.829398564
P2	SMPD3	ENSG00000103056.12	-0.117086546	-1.406535578	0.082646898	0.776355625	0.829398564
P2	KLHL8	ENSG00000145332.14	0.018211937	4.880588225	0.08262474	0.776384756	0.829398564
P2	EFCAB12	ENSG00000172771.12	-0.148121946	-2.642023529	0.082561054	0.776468509	0.829447494
P2	AC091167.7	ENSG00000284626.1	0.155390482	-3.104777696	0.082320013	0.776785817	0.829745898
P2	TAGLN2	ENSG00000158710.15	0.021890094	7.837911583	0.082207132	0.776934588	0.829861818
P2	AL031289.1	ENSG00000237899.1	0.083579694	-0.152684676	0.082180065	0.776970278	0.829861818
P2	EAF2	ENSG00000145088.9	0.058034027	0.254814582	0.082081612	0.777100146	0.829959969
P2	PAFAH1B1	ENSG00000007168.14	0.01616345	7.601988969	0.081977402	0.777237702	0.830066318
P2	AP000720.2	ENSG00000279603.1	-0.391880039	-3.797040346	0.081933633	0.777295504	0.830087489
P2	MICALL2	ENSG00000164877.19	-0.019922797	4.211392563	0.081881465	0.777364421	0.830120525
P2	MROH1	ENSG00000179832.18	0.018872766	6.087731564	0.081784712	0.777492299	0.830184803
P2	RPL12P38	ENSG00000213228.5	-0.140106832	-2.940896225	0.081751819	0.777535793	0.830184803
P2	RPL13AP7	ENSG00000213885.4	0.050849793	0.176391082	0.081749721	0.777538567	0.830184803
P2	TWF1P1	ENSG00000178082.6	0.197888353	-3.374544094	0.081683492	0.77762617	0.830233155
P2	ABCF2	ENSG00000285292.1	0.140938185	-2.051991036	0.081658055	0.777659826	0.830233155
P2	DDN	ENSG00000181418.8	-0.124042856	-2.66806509	0.081448707	0.777937036	0.83047875
P2	AL049869.2	ENSG00000259076.1	-0.171871607	-3.045280228	0.081426953	0.777965864	0.83047875
P2		ENSG00000287286.1	0.188120218	-3.077542004	0.081271187	0.778172403	0.830658659
P2	AC012462.3	ENSG00000230695.2	-0.126562762	-1.224546902	0.081067062	0.778443391	0.830907343
P2	MSLNL	ENSG00000162006.9	0.23101851	-3.794822321	0.080956751	0.778589988	0.831023235
P2	ZC3H13	ENSG00000123200.17	-0.031349534	6.79245435	0.080685846	0.778950468	0.83136739
P2	SUCLG2P2	ENSG00000236349.1	0.146270376	-3.07583515	0.08056871	0.779106537	0.831493358
P2	OTUD6B-AS1	ENSG00000253738.3	-0.030965442	3.184794251	0.0803731	0.779367439	0.831731188
P2	AF121898.1	ENSG00000253500.6	0.175383369	-3.141461297	0.080186306	0.779616904	0.831956792
P2	PTGES2-AS1	ENSG00000232850.3	0.175855211	-2.623162115	0.080085043	0.779752272	0.832060622
P2	SFTA1P	ENSG00000225383.8	0.141869757	-2.047507367	0.080028594	0.779827775	0.832100564
P2	SLC4A10	ENSG00000144290.17	0.09858803	-0.797115276	0.079885311	0.780019548	0.83226456
P2	KRT18P34	ENSG00000244515.1	0.114564652	-2.566107577	0.07982485	0.780100525	0.832310328
P2	AL031595.2	ENSG00000280011.1	-0.338335232	-3.790909736	0.079924317	0.780214184	0.832344215
P2	NOL4L	ENSG00000197183.15	0.027214846	4.457752905	0.079737277	0.780217875	0.832344215
P2		ENSG00000289370.1	-0.138054988	-2.194706256	0.079715897	0.780246535	0.832344215
P2	PIN4	ENSG00000102309.15	0.035072112	2.515752731	0.079528023	0.780498562	0.832572433
P2	PRPSAP1	ENSG00000161542.17	0.018572818	5.34418152	0.079494041	0.780544182	0.832580461
P2	DDX19A	ENSG00000168872.17	-0.037344143	2.185347353	0.07945903	0.780591196	0.832589975
P2	AC090193.1	ENSG00000253286.6	-0.136607123	-2.419574238	0.079391863	0.780681418	0.832628216
P2	LINGO2	ENSG00000174482.10	0.089710631	-0.932167342	0.079375622	0.780703241	0.832628216
P2	AL355390.2	ENSG00000281167.1	0.204282217	-3.385072582	0.079177784	0.780969259	0.832859448
P2	SYNM	ENSG00000182253.15	-0.036389484	2.439903474	0.079157714	0.780996266	0.832859448
P2	LYSMD2	ENSG00000140280.14	-0.046454947	2.342226412	0.079002065	0.781205838	0.833042291
P2	MT-TH	ENSG00000210176.1	-0.158091281	-2.107403785	0.07892883	0.781304522	0.833106876
P2	AC109630.1	ENSG00000259269.2	0.103736394	-1.167176606	0.078897711	0.78134647	0.83311096
P2	LINC02445	ENSG00000257750.2	-0.345306383	-4.214997446	0.079131423	0.781418575	0.833147196
P2	TRBV13	ENSG00000276405.1	0.339916069	-3.687218904	0.078637511	0.781697564	0.833403998
P2	CLDN14	ENSG00000159261.12	-0.173295534	-2.840606864	0.078574014	0.781783337	0.833454788
P2	TAPT1	ENSG00000169762.17	0.021671558	4.970538316	0.078540526	0.781828588	0.833462376
P2	FCHO2	ENSG00000157107.14	-0.022529451	6.724149946	0.078455443	0.781943607	0.833544334
P2	AC008687.1	ENSG00000267335.2	0.266948423	-4.284646645	0.078533312	0.7820829	0.833633838
P2	MRI1	ENSG00000037757.14	-0.021304992	3.975365147	0.078336984	0.782103855	0.833633838
P2	AGXT2	ENSG00000113492.14	-0.194808541	-3.325610004	0.07829904	0.782155212	0.833647923
P2	DLGAP2	ENSG00000198010.13	0.148306956	-2.156946092	0.07814665	0.782361609	0.833808934
P2	SCAMP2	ENSG00000140497.16	0.027322803	5.457971832	0.078110634	0.782410422	0.833808934
P2	LINC01320	ENSG00000228262.10	0.110070327	-1.421339899	0.078098245	0.782427215	0.833808934
P2		ENSG00000289232.1	-0.216501375	-3.516893829	0.078074889	0.782458878	0.833808934
P2	RPS2P4	ENSG00000196183.5	0.131140202	-2.757548059	0.077894428	0.782703697	0.833993228
P2	AL133227.1	ENSG00000273828.2	-0.136366908	-2.356854316	0.077891156	0.782708139	0.833993228
P2	AC018450.1	ENSG00000241679.2	-0.09619517	-0.548280497	0.077804163	0.782826269	0.834070872
P2	PDHB	ENSG00000168291.13	-0.017752052	5.138525947	0.077781295	0.782857333	0.834070872
P2	LINC01772	ENSG00000226029.1	-0.027419137	2.021565071	0.077715689	0.782946483	0.834125193
P2	ASH1L	ENSG00000116539.14	0.015369849	7.652395234	0.077594456	0.783111328	0.834260148
P2	LINC01967	ENSG00000235493.2	0.254094381	-3.710067276	0.07756324	0.783153796	0.834264726
P2	CD200R1	ENSG00000163606.11	0.217245095	-2.733558171	0.077316478	0.783489834	0.834582016
P2	AC011506.1	ENSG00000242411.2	-0.213589888	-3.088225463	0.077049587	0.783853934	0.834904036
P2		ENSG00000285517.1	-0.110164931	-1.77251123	0.077025259	0.783887157	0.834904036
P2	CYP2F1	ENSG00000197446.9	0.247151586	-3.60687971	0.07701092	0.783906741	0.834904036
P2	IL27	ENSG00000197272.2	0.223451762	-3.576026121	0.076609482	0.784455829	0.835448134
P2	ELK4	ENSG00000158711.14	-0.018525388	6.922054835	0.076507786	0.784595176	0.835489108
P2		ENSG00000289018.1	0.100157805	-1.50459068	0.076504275	0.784599988	0.835489108
P2	B4GALT1	ENSG00000086062.13	-0.028526804	8.76284037	0.076497713	0.784608984	0.835489108
P2	AC109588.1	ENSG00000250038.7	-0.062441271	1.232439428	0.076377617	0.784773683	0.835623775
P2	HERC2P7	ENSG00000281909.1	-0.217675196	-3.653889476	0.075963924	0.785342092	0.836112162
P2	DRC1	ENSG00000157856.12	-0.113631207	-2.171550479	0.075961265	0.785345751	0.836112162
P2	LIFR-AS1	ENSG00000244968.7	-0.238723852	-3.655253744	0.075960273	0.785347116	0.836112162
P2	HAGH	ENSG00000063854.13	-0.019441678	3.725965469	0.07587518	0.785464243	0.836184398
P2	AC006254.1	ENSG00000243696.5	0.06642833	-0.941574232	0.075853784	0.785493704	0.836184398
P2	DLG4	ENSG00000132535.22	0.021068745	4.35917785	0.075827616	0.785529743	0.836184398
P2		ENSG00000285842.1	0.18988542	-2.989080281	0.07575364	0.785631661	0.836252159
P2	AC092647.5	ENSG00000249773.3	0.050544855	0.676262236	0.07569464	0.785712982	0.836263199
P2	FNDC7	ENSG00000143107.10	-0.21961274	-3.35468878	0.075690597	0.785718557	0.836263199
P2	BSG	ENSG00000172270.22	-0.019406561	8.318246647	0.075546102	0.785917872	0.836434603
P2	RNF212	ENSG00000178222.13	-0.047547931	0.464870545	0.075434425	0.78607206	0.836557966
P2	FOXJ3	ENSG00000198815.9	-0.01593759	6.909822102	0.075341449	0.786200522	0.836653939
P2	CENPB	ENSG00000125817.8	0.020358227	7.000687455	0.07526926	0.786300321	0.836719403
P2	MESP2	ENSG00000188095.6	0.057944225	-0.043079624	0.075113821	0.786515388	0.836907513
P2	JAG2	ENSG00000184916.9	-0.093323314	-0.099246447	0.074956501	0.786733302	0.837098635
P2	AL031848.2	ENSG00000271746.1	-0.244692677	-3.545923877	0.074877168	0.786843285	0.837174902
P2	AC015813.5	ENSG00000279069.1	-0.06193065	-0.811719194	0.074801937	0.78694764	0.837245174
P2	AC092364.1	ENSG00000268184.1	-0.176157579	-3.755957753	0.074634189	0.787180529	0.837452182
P2	AL445686.2	ENSG00000264443.1	-0.204214093	-3.513639494	0.074195958	0.787790271	0.837994088
P2	SLC25A26	ENSG00000144741.19	0.023284393	5.249553303	0.074190924	0.787797287	0.837994088
P2	RNF216P1	ENSG00000196204.12	-0.052567325	0.180998965	0.074185441	0.787804929	0.837994088
P2	OXR1	ENSG00000164830.19	0.027857591	7.426896547	0.07409219	0.787934935	0.838091588
P2	PPP1R26-AS1	ENSG00000225361.4	-0.036482789	1.558887233	0.074005206	0.788056284	0.83817987
P2	MT-TM	ENSG00000210112.1	0.204046498	-3.540161293	0.074110635	0.788146349	0.838234871
P2	CYB5R4	ENSG00000065615.14	-0.017943112	5.714750383	0.073694851	0.78848988	0.838559429
P2	OPN1SW	ENSG00000128617.3	0.036564427	1.34698519	0.073487792	0.788779708	0.838826844
P2	MPV17L2	ENSG00000254858.10	-0.046784703	2.4790569	0.073084215	0.789345877	0.839388093
P2	PTENP1	ENSG00000237984.3	-0.084610092	-1.181511747	0.072769854	0.789788052	0.839792168
P2	RBMY2GP	ENSG00000223744.1	0.210505283	-3.709592264	0.072733934	0.789838642	0.839792168
P2		ENSG00000287808.1	0.125484577	-2.349927993	0.072697845	0.789889484	0.839792168
P2	AL355377.1	ENSG00000273597.1	-0.133715118	-2.934232253	0.072684995	0.78990759	0.839792168
P2	LINC01198	ENSG00000231817.9	0.185062605	-3.048128538	0.072677621	0.789917981	0.839792168
P2	AL603839.4	ENSG00000279667.1	0.148711012	-2.820568821	0.072617697	0.790002443	0.839841111
P2	DHRS7B	ENSG00000109016.18	0.017366078	4.501667694	0.072409519	0.790296159	0.840112493
P2		ENSG00000289026.1	-0.237346455	-3.703861259	0.072325465	0.790414879	0.84019783
P2	PPEF1	ENSG00000086717.19	-0.140748644	-2.839352433	0.072236198	0.790541043	0.840291073
P2	INPP5J	ENSG00000185133.14	0.078464707	-1.229993118	0.072070445	0.79077553	0.84049944
P2	SPATA2L	ENSG00000158792.16	-0.036127398	2.721632786	0.071838168	0.791104615	0.840803697
P2		ENSG00000288852.1	-0.074157395	-0.470046552	0.071788889	0.791174505	0.840803697
P2	NOTO	ENSG00000214513.4	-0.238932645	-3.534367116	0.071786991	0.791177198	0.840803697
P2	ULK4P3	ENSG00000178081.12	0.114931276	-2.966001758	0.071501169	0.791583086	0.841194142
P2	RNU7-160P	ENSG00000252469.1	0.21038815	-3.412591945	0.071451405	0.791653843	0.841228432
P2	SARDH	ENSG00000123453.19	-0.057712469	-0.102927079	0.0714166	0.791703347	0.841240136
P2	HERC3	ENSG00000138641.18	0.096789755	-2.132456575	0.071346988	0.791802395	0.84130448
P2	ZIM2-AS1	ENSG00000269793.7	0.033644057	1.529668466	0.071319324	0.791841772	0.841305418
P2	UPB1	ENSG00000100024.15	-0.153959543	-3.290800954	0.071248726	0.791942298	0.841371323
P2	IFI6	ENSG00000126709.16	0.034852462	3.524315484	0.071155564	0.792075035	0.841452496
P2	TXNL4A	ENSG00000141759.15	-0.026451088	5.255311361	0.071141065	0.792095702	0.841452496
P2	GALR3	ENSG00000128310.3	0.237194859	-3.275293833	0.071108754	0.792141765	0.84146053
P2	AC243830.2	ENSG00000275720.1	0.206231486	-3.602725746	0.071018493	0.792270503	0.841556382
P2	AC107081.3	ENSG00000277498.1	-0.200747921	-3.378946495	0.070950202	0.792367964	0.841616522
P2	BCAP29	ENSG00000075790.12	0.073541238	-0.63395857	0.070924866	0.792404135	0.841616522
P2	SRI	ENSG00000075142.14	-0.021813479	5.052036038	0.070755196	0.792646544	0.841833076
P2	AC114489.1	ENSG00000224409.1	-0.158600726	-2.397258283	0.070716302	0.792702155	0.841851229
P2	CNN2	ENSG00000064666.15	-0.036019377	8.671269353	0.070554586	0.792933559	0.842056064
P2	SORT1	ENSG00000134243.12	0.018537223	5.407229496	0.070316087	0.793275353	0.842378103
P2	ZFP69	ENSG00000187815.10	-0.026880317	2.121127694	0.070100684	0.793584583	0.842665532
P2	CGN	ENSG00000143375.15	0.208809605	-3.764619852	0.069859385	0.793931595	0.84299305
P2	KCNN1	ENSG00000105642.16	-0.194576622	-2.739022849	0.069814206	0.793996639	0.843021159
P2	SLC1A2	ENSG00000110436.13	0.055787988	4.615305577	0.069724449	0.794125927	0.843117471
P2	CR382285.1	ENSG00000270533.2	-0.082935052	-0.755592049	0.069369713	0.794637775	0.843619916
P2	GIPR	ENSG00000010310.9	0.0628177	-0.440932646	0.069033606	0.795124038	0.844095151
P2	AL513548.3	ENSG00000275846.1	-0.104660891	-1.987985952	0.068973504	0.795211124	0.844146599
P2	AL355773.1	ENSG00000258784.1	0.083128884	-1.582546795	0.068901093	0.7953161	0.844217032
P2	AP003071.2	ENSG00000261070.1	0.19537378	-3.112479774	0.068868488	0.795363387	0.844226225
P2	AL355365.1	ENSG00000273997.1	0.149614112	-2.914384018	0.068727403	0.795568144	0.844402552
P2	NEMF	ENSG00000165525.18	-0.021222807	5.803517945	0.068563769	0.795805907	0.844613893
P2	FTLP2	ENSG00000232368.1	0.21124171	-2.857745764	0.068147923	0.796411509	0.845215594
P2		ENSG00000289446.1	-0.181310002	-3.07234408	0.068046211	0.796559937	0.845317169
P2	C1GALT1	ENSG00000106392.11	0.023694188	6.84915106	0.068029336	0.796584572	0.845317169
P2	AC061992.1	ENSG00000266970.2	-0.152638699	-2.56677644	0.067747327	0.796996779	0.845713531
P2	PPP2R5C	ENSG00000078304.19	0.019519286	7.128450795	0.067661219	0.797122824	0.845806216
P2	LINC02071	ENSG00000249383.2	0.231255204	-3.632558476	0.067614056	0.797191898	0.845838445
