"clusterID"	"N"	"coord"	"gene.x"	"annotation"	"FDR"	"gene.y"	"ensemblID"	"chr"	"start"	"end"	"verdict"	"deltapsi"	"transcripts"	"Sample"
"9575"	"clu_12777_-"	2	"chr8:108229195-108234998"	"<i>EIF3E</i>"	"annotated"	0.0242	"EIF3E"	"ENSG00000139154.16"	"chr8"	108229195	108234998	"annotated"	-0.056	"ENST00000220849.10+ENST00000518100.6+ENST00000518345.2+ENST00000519030.6+ENST00000521297.2+ENST00000521614.6+ENST00000522445.6+ENST00000523674.2+ENST00000676530.1+ENST00000676642.1+ENST00000676663.1+ENST00000676698.1+ENST00000676706.1+ENST00000676892.1+ENST00000676931.1+ENST00000677040.1+ENST00000677084.1+ENST00000677272.1+ENST00000677409.1+ENST00000677501.1+ENST00000677590.1+ENST00000677614.1+ENST00000677674.1+ENST00000677746.1+ENST00000677965.1+ENST00000678004.1+ENST00000678023.1+ENST00000678042.1+ENST00000678243.1+ENST00000678334.1+ENST00000678773.1+ENST00000678797.1+ENST00000678881.1+ENST00000678901.1+ENST00000678937.1+ENST00000679198.1"	"NALM_6"
"9576"	"clu_12777_-"	2	"chr8:108229195-108234998"	"<i>EIF3E</i>"	"annotated"	0.0242	"EIF3E"	"ENSG00000139154.16"	"chr8"	108233672	108234998	"annotated"	0.056	"ENST00000521440.6+ENST00000676487.1+ENST00000676548.1+ENST00000677447.1"	"NALM_6"
"9577"	"clu_12778_-"	4	"chr8:116866741-116874611"	"<i>RAD21</i>"	"cryptic"	0.0354	"RAD21"	"ENSG00000136754.18"	"chr8"	116866741	116874611	"cryptic_threeprime"	0.025	"."	"NALM_6"
"9578"	"clu_12778_-"	4	"chr8:116866741-116874611"	"<i>RAD21</i>"	"cryptic"	0.0354	"RAD21"	"ENSG00000136754.18"	"chr8"	116866761	116874310	"annotated"	-0.001	"ENST00000520992.6"	"NALM_6"
"9579"	"clu_12778_-"	4	"chr8:116866741-116874611"	"<i>RAD21</i>"	"cryptic"	0.0354	"RAD21"	"ENSG00000136754.18"	"chr8"	116866761	116874363	"annotated"	-0.006	"ENST00000517485.6+ENST00000523547.2+ENST00000685972.1+ENST00000686622.1+ENST00000687902.1+ENST00000688033.1+ENST00000689504.1"	"NALM_6"
"9580"	"clu_12778_-"	4	"chr8:116866741-116874611"	"<i>RAD21</i>"	"cryptic"	0.0354	"RAD21"	"ENSG00000136754.18"	"chr8"	116866761	116874611	"annotated"	-0.018	"ENST00000297338.7"	"NALM_6"
"9581"	"clu_12781_-"	2	"chr8:119793451-119795532"	"<i>TAF2</i>"	"annotated"	0.0241	"TAF2"	"ENSG00000137073.24"	"chr8"	119793451	119794780	"annotated"	0.272	"ENST00000692707.1"	"NALM_6"
"9582"	"clu_12781_-"	2	"chr8:119793451-119795532"	"<i>TAF2</i>"	"annotated"	0.0241	"TAF2"	"ENSG00000137073.24"	"chr8"	119793451	119795532	"annotated"	-0.272	"ENST00000378164.7+ENST00000523904.2+ENST00000685202.1+ENST00000685235.1+ENST00000685663.1+ENST00000685755.1+ENST00000685824.1+ENST00000685876.1+ENST00000685993.1+ENST00000686879.1+ENST00000688037.1+ENST00000688645.1+ENST00000689399.1+ENST00000689919.1+ENST00000690144.1+ENST00000690808.1+ENST00000690922.1+ENST00000691057.1+ENST00000691237.1+ENST00000691880.1+ENST00000692518.1+ENST00000692707.1+ENST00000692829.1+ENST00000692916.1"	"NALM_6"
"9583"	"clu_12795_-"	4	"chr8:130358143-130401885"	"<i>ASAP1</i>"	"cryptic"	3.36e-05	"ASAP1"	"ENSG00000153317.15"	"chr8"	130358143	130361670	"annotated"	0.074	"ENST00000357668.2+ENST00000520927.5+ENST00000521075.5+ENST00000521426.5+ENST00000524299.1"	"NALM_6"
"9584"	"clu_12795_-"	4	"chr8:130358143-130401885"	"<i>ASAP1</i>"	"cryptic"	3.36e-05	"ASAP1"	"ENSG00000153317.15"	"chr8"	130358143	130401885	"annotated"	-0.179	"ENST00000357668.2+ENST00000518721.6+ENST00000520927.5+ENST00000521075.5+ENST00000524299.1"	"NALM_6"
"9585"	"clu_12795_-"	4	"chr8:130358143-130401885"	"<i>ASAP1</i>"	"cryptic"	3.36e-05	"ASAP1"	"ENSG00000153317.15"	"chr8"	130361771	130401885	"annotated"	-0.097	"ENST00000357668.2+ENST00000520625.1+ENST00000520927.5+ENST00000521075.5+ENST00000524299.1"	"NALM_6"
"9586"	"clu_12795_-"	4	"chr8:130358143-130401885"	"<i>ASAP1</i>"	"cryptic"	3.36e-05	"ASAP1"	"ENSG00000153317.15"	"chr8"	130361788	130401885	"cryptic_threeprime"	0.202	"."	"NALM_6"
"9587"	"clu_128_+"	4	"chr1:28407463-28459085"	"<i>PHACTR4</i>"	"annotated"	0.0165	"PHACTR4"	"ENSG00000068903.21"	"chr1"	28407463	28457832	"annotated"	-0.091	"ENST00000493669.2+ENST00000632202.1+ENST00000633371.1"	"NALM_6"
"9588"	"clu_128_+"	4	"chr1:28407463-28459085"	"<i>PHACTR4</i>"	"annotated"	0.0165	"PHACTR4"	"ENSG00000068903.21"	"chr1"	28407463	28459085	"annotated"	0.228	"ENST00000373839.8+ENST00000463428.5+ENST00000493669.2+ENST00000632202.1+ENST00000632421.1+ENST00000633371.1"	"NALM_6"
"9589"	"clu_128_+"	4	"chr1:28407463-28459085"	"<i>PHACTR4</i>"	"annotated"	0.0165	"PHACTR4"	"ENSG00000068903.21"	"chr1"	28457855	28459085	"annotated"	-0.037	"ENST00000632202.1+ENST00000633167.1"	"NALM_6"
"9590"	"clu_128_+"	4	"chr1:28407463-28459085"	"<i>PHACTR4</i>"	"annotated"	0.0165	"PHACTR4"	"ENSG00000068903.21"	"chr1"	28457859	28459085	"annotated"	-0.1	"ENST00000493669.2+ENST00000633371.1"	"NALM_6"
"9591"	"clu_12808_-"	3	"chr8:143581328-143586729"	"<i>EEF1D</i>"	"annotated"	0.0298	"EEF1D"	"ENSG00000233024.7"	"chr8"	143586290	143586729	"annotated"	0.015	"ENST00000317198.10+ENST00000395119.7+ENST00000419152.7+ENST00000442189.6+ENST00000524397.5+ENST00000525695.5+ENST00000526340.5+ENST00000526786.5+ENST00000526838.5+ENST00000529007.5+ENST00000529272.5+ENST00000529516.6+ENST00000530191.6+ENST00000530445.6+ENST00000530616.5+ENST00000530848.5+ENST00000531218.6+ENST00000532741.5+ENST00000533494.6+ENST00000533749.5+ENST00000534232.5+ENST00000534380.6+ENST00000618139.4"	"NALM_6"
"9592"	"clu_12808_-"	3	"chr8:143581328-143586729"	"<i>EEF1D</i>"	"annotated"	0.0298	"EEF1D"	"ENSG00000100823.12"	"chr8"	143581328	143586219	"annotated"	0	"ENST00000317198.10+ENST00000395119.7+ENST00000419152.7+ENST00000442189.6+ENST00000524397.5+ENST00000526786.5+ENST00000526838.5+ENST00000529007.5+ENST00000529272.5+ENST00000529516.6+ENST00000530191.6+ENST00000530445.6+ENST00000530616.5+ENST00000530848.5+ENST00000531218.6+ENST00000532741.5+ENST00000533494.6+ENST00000533749.5+ENST00000534380.6+ENST00000618139.4"	"NALM_6"
"9593"	"clu_12808_-"	3	"chr8:143581328-143586729"	"<i>EEF1D</i>"	"annotated"	0.0298	"EEF1D"	"ENSG00000100823.12"	"chr8"	143581328	143586729	"annotated"	-0.015	"ENST00000317198.10+ENST00000395119.7+ENST00000419152.7+ENST00000442189.6+ENST00000524397.5+ENST00000524624.5+ENST00000526786.5+ENST00000526838.5+ENST00000528610.5+ENST00000529007.5+ENST00000529272.5+ENST00000529516.6+ENST00000530191.6+ENST00000530445.6+ENST00000530616.5+ENST00000530848.5+ENST00000531218.6+ENST00000531621.5+ENST00000532741.5+ENST00000533494.6+ENST00000533749.5+ENST00000533833.5+ENST00000534377.6+ENST00000534380.6+ENST00000618139.4"	"NALM_6"
"9594"	"clu_1283_-"	2	"chr1:186331581-186332195"	"<i>TPR</i>"	"cryptic"	0.00354	"TPR"	"ENSG00000156970.13"	"chr1"	186331581	186332195	"annotated"	-0.086	"ENST00000367478.9"	"NALM_6"
"9595"	"clu_1283_-"	2	"chr1:186331581-186332195"	"<i>TPR</i>"	"cryptic"	0.00354	"TPR"	"ENSG00000156970.13"	"chr1"	186331596	186332195	"cryptic_threeprime"	0.086	"."	"NALM_6"
"9596"	"clu_12908_+"	3	"chr8:27444271-27450749"	"<i>PTK2B</i>"	"annotated"	0.0027	"PTK2B"	"ENSG00000120899.18"	"chr8"	27444271	27450749	"annotated"	0.141	"ENST00000346049.10+ENST00000397497.8+ENST00000397501.5+ENST00000420218.3+ENST00000517339.5"	"NALM_6"
"9597"	"clu_12908_+"	3	"chr8:27444271-27450749"	"<i>PTK2B</i>"	"annotated"	0.0027	"PTK2B"	"ENSG00000120899.18"	"chr8"	27445919	27450749	"annotated"	-0.071	"ENST00000346049.10+ENST00000397501.5"	"NALM_6"
"9598"	"clu_12908_+"	3	"chr8:27444271-27450749"	"<i>PTK2B</i>"	"annotated"	0.0027	"PTK2B"	"ENSG00000120899.18"	"chr8"	27444271	27445794	"annotated"	-0.07	"ENST00000346049.10+ENST00000397501.5"	"NALM_6"
"9599"	"clu_12925_+"	2	"chr8:38237627-38238107"	"<i>DDHD2</i>"	"cryptic"	0.00149	"DDHD2"	"ENSG00000085788.14"	"chr8"	38237627	38238089	"annotated"	-0.164	"ENST00000397166.7+ENST00000519857.5+ENST00000520272.6+ENST00000526237.5+ENST00000532222.5"	"NALM_6"
"9600"	"clu_12925_+"	2	"chr8:38237627-38238107"	"<i>DDHD2</i>"	"cryptic"	0.00149	"DDHD2"	"ENSG00000085788.14"	"chr8"	38237627	38238107	"cryptic_threeprime"	0.164	"."	"NALM_6"
"9601"	"clu_12950_+"	2	"chr8:43077364-43083118"	"<i>FNTA</i>"	"annotated"	0.029	"FNTA"	"ENSG00000170364.13"	"chr8"	43077364	43083118	"annotated"	-0.085	"ENST00000302279.8+ENST00000529687.5+ENST00000533336.1+ENST00000533383.5+ENST00000533998.5"	"NALM_6"
"9602"	"clu_12950_+"	2	"chr8:43077364-43083118"	"<i>FNTA</i>"	"annotated"	0.029	"FNTA"	"ENSG00000170364.13"	"chr8"	43080441	43083118	"annotated"	0.085	"ENST00000526755.5"	"NALM_6"
"9603"	"clu_12971_+"	2	"chr8:60828806-60830322"	"<i>CHD7</i>"	"cryptic"	0.0134	"CHD7"	"ENSG00000204261.9"	"chr8"	60828806	60830310	"cryptic_threeprime"	0.173	"."	"NALM_6"
"9604"	"clu_12971_+"	2	"chr8:60828806-60830322"	"<i>CHD7</i>"	"cryptic"	0.0134	"CHD7"	"ENSG00000204261.9"	"chr8"	60828806	60830322	"annotated"	-0.173	"ENST00000423902.7"	"NALM_6"
"9605"	"clu_12988_+"	2	"chr8:85141517-85145389"	"<i>LRRCC1</i>"	"cryptic"	0.00173	"LRRCC1"	"ENSG00000133739.16"	"chr8"	85141517	85145389	"annotated"	0.406	"ENST00000360375.8+ENST00000414626.2"	"NALM_6"
"9606"	"clu_12988_+"	2	"chr8:85141517-85145389"	"<i>LRRCC1</i>"	"cryptic"	0.00173	"LRRCC1"	"ENSG00000133739.16"	"chr8"	85141522	85145389	"cryptic_fiveprime"	-0.406	"."	"NALM_6"
"9607"	"clu_13010_+"	2	"chr8:97805464-97815328"	"<i>LAPTM4B</i>"	"annotated"	0.0354	"LAPTM4B"	"ENSG00000136754.18"	"chr8"	97805464	97815304	"annotated"	0.046	"ENST00000517924.5"	"NALM_6"
"9608"	"clu_13010_+"	2	"chr8:97805464-97815328"	"<i>LAPTM4B</i>"	"annotated"	0.0354	"LAPTM4B"	"ENSG00000136044.12"	"chr8"	97805464	97815328	"annotated"	-0.046	"ENST00000445593.6+ENST00000521545.7+ENST00000619747.1"	"NALM_6"
"9609"	"clu_13036_+"	4	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.018	"PHF20L1"	"ENSG00000278540.5"	"chr8"	132798860	132799083	"annotated"	0.073	"ENST00000395376.5+ENST00000395383.5"	"NALM_6"
"9610"	"clu_13036_+"	4	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.018	"PHF20L1"	"ENSG00000278540.5"	"chr8"	132798860	132799095	"annotated"	0.087	"ENST00000315808.14+ENST00000395379.5+ENST00000395386.7+ENST00000622263.4"	"NALM_6"
"9611"	"clu_13036_+"	4	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.018	"PHF20L1"	"ENSG00000278540.5"	"chr8"	132798860	132803819	"annotated"	-0.285	"ENST00000220847.8+ENST00000315808.14+ENST00000337920.8+ENST00000361997.9+ENST00000395376.5+ENST00000395379.5+ENST00000395383.5+ENST00000395386.7+ENST00000395390.6+ENST00000486199.5+ENST00000622263.4"	"NALM_6"
"9612"	"clu_13036_+"	4	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.018	"PHF20L1"	"ENSG00000278540.5"	"chr8"	132799172	132803819	"annotated"	0.125	"ENST00000315808.14+ENST00000395376.5+ENST00000395379.5+ENST00000395383.5+ENST00000395386.7+ENST00000521038.5+ENST00000622263.4"	"NALM_6"
"9613"	"clu_13147_+"	3	"chr9:77340550-77345009"	"<i>VPS13A</i>"	"cryptic"	7.95e-06	"VPS13A"	"ENSG00000197969.14"	"chr9"	77340550	77344153	"annotated"	-0.094	"ENST00000360280.8+ENST00000376636.7+ENST00000643348.1+ENST00000645632.1"	"NALM_6"
"9614"	"clu_13147_+"	3	"chr9:77340550-77345009"	"<i>VPS13A</i>"	"cryptic"	7.95e-06	"VPS13A"	"ENSG00000197969.14"	"chr9"	77340550	77345009	"novel annotated pair"	0.248	"ENST00000360280.8+ENST00000376636.7+ENST00000643348.1+ENST00000645632.1"	"NALM_6"
"9615"	"clu_13147_+"	3	"chr9:77340550-77345009"	"<i>VPS13A</i>"	"cryptic"	7.95e-06	"VPS13A"	"ENSG00000197969.14"	"chr9"	77344281	77345009	"annotated"	-0.154	"ENST00000360280.8+ENST00000376636.7+ENST00000643348.1+ENST00000645632.1"	"NALM_6"
"9616"	"clu_13168_+"	2	"chr9:90878953-90887749"	"<i>SYK</i>"	"cryptic"	0.0419	"SYK"	"ENSG00000148985.20"	"chr9"	90878953	90887749	"annotated"	-0.037	"ENST00000375746.1+ENST00000375747.5+ENST00000375751.8+ENST00000375754.9"	"NALM_6"
"9617"	"clu_13168_+"	2	"chr9:90878953-90887749"	"<i>SYK</i>"	"cryptic"	0.0419	"SYK"	"ENSG00000168385.18"	"chr9"	90885974	90887749	"cryptic_fiveprime"	0.037	"."	"NALM_6"
"9618"	"clu_13183_+"	3	"chr9:98045839-98060782"	"<i>NANS</i>"	"cryptic"	0.00216	"NANS"	"ENSG00000095380.11"	"chr9"	98045839	98046460	"cryptic_unanchored"	0.056	NA	"NALM_6"
"9619"	"clu_13183_+"	3	"chr9:98045839-98060782"	"<i>NANS</i>"	"cryptic"	0.00216	"NANS"	"ENSG00000095380.11"	"chr9"	98045839	98060782	"cryptic_fiveprime"	0.043	"."	"NALM_6"
"9620"	"clu_13183_+"	3	"chr9:98045839-98060782"	"<i>NANS</i>"	"cryptic"	0.00216	"NANS"	"ENSG00000095380.11"	"chr9"	98056940	98060782	"annotated"	-0.099	"ENST00000210444.6+ENST00000480925.1+ENST00000495319.1"	"NALM_6"
"9621"	"clu_13214_+"	3	"chr9:121075067-121088296"	"<i>CNTRL</i>"	"annotated"	0.0456	"CNTRL"	"ENSG00000072756.17"	"chr9"	121075067	121080306	"annotated"	-0.16	"ENST00000373855.7+ENST00000687169.1+ENST00000689134.1+ENST00000690496.1+ENST00000691066.1"	"NALM_6"
"9622"	"clu_13214_+"	3	"chr9:121075067-121088296"	"<i>CNTRL</i>"	"annotated"	0.0456	"CNTRL"	"ENSG00000072756.17"	"chr9"	121075067	121088296	"annotated"	0.203	"ENST00000373847.6+ENST00000373855.7+ENST00000373865.8+ENST00000685174.1+ENST00000687079.1+ENST00000687169.1+ENST00000688313.1+ENST00000688832.1+ENST00000689134.1+ENST00000689889.1+ENST00000690496.1+ENST00000691066.1"	"NALM_6"
"9623"	"clu_13214_+"	3	"chr9:121075067-121088296"	"<i>CNTRL</i>"	"annotated"	0.0456	"CNTRL"	"ENSG00000134697.13"	"chr9"	121080478	121088296	"annotated"	-0.043	"ENST00000373855.7+ENST00000687169.1+ENST00000689134.1+ENST00000689889.1+ENST00000690496.1+ENST00000691066.1"	"NALM_6"
"9624"	"clu_13223_+"	2	"chr9:122997361-122998597"	"<i>RABGAP1</i>"	"cryptic"	0.00913	"RABGAP1"	"ENSG00000206053.13"	"chr9"	122997361	122998576	"cryptic_threeprime"	0.131	"."	"NALM_6"
"9625"	"clu_13223_+"	2	"chr9:122997361-122998597"	"<i>RABGAP1</i>"	"cryptic"	0.00913	"RABGAP1"	"ENSG00000206053.13"	"chr9"	122997361	122998597	"annotated"	-0.131	"ENST00000373647.9+ENST00000456584.5"	"NALM_6"
"9626"	"clu_13237_+"	4	"chr9:128160486-128163443"	"<i>BBLN</i>"	"annotated"	0.0191	"BBLN"	"ENSG00000006625.18"	"chr9"	128160486	128162004	"annotated"	0.006	"ENST00000486420.1+ENST00000489240.1+ENST00000492588.1"	"NALM_6"
"9627"	"clu_13237_+"	4	"chr9:128160486-128163443"	"<i>BBLN</i>"	"annotated"	0.0191	"BBLN"	"ENSG00000006625.18"	"chr9"	128160486	128163443	"annotated"	0.029	"ENST00000372994.2+ENST00000486420.1+ENST00000489240.1+ENST00000492588.1"	"NALM_6"
"9628"	"clu_13237_+"	4	"chr9:128160486-128163443"	"<i>BBLN</i>"	"annotated"	0.0191	"BBLN"	"ENSG00000006625.18"	"chr9"	128162115	128163443	"annotated"	-0.031	"ENST00000486420.1"	"NALM_6"
"9629"	"clu_13237_+"	4	"chr9:128160486-128163443"	"<i>BBLN</i>"	"annotated"	0.0191	"BBLN"	"ENSG00000006625.18"	"chr9"	128162952	128163443	"annotated"	-0.003	"ENST00000492588.1"	"NALM_6"
"9630"	"clu_13255_+"	3	"chr9:128627498-128630321"	"<i>SPTAN1</i>"	"cryptic"	0.00232	"SPTAN1"	"ENSG00000197694.18"	"chr9"	128627498	128630321	"novel annotated pair"	0.038	"ENST00000358161.9+ENST00000372731.8+ENST00000372739.7+ENST00000630804.2+ENST00000630866.1+ENST00000636939.1"	"NALM_6"
"9631"	"clu_13255_+"	3	"chr9:128627498-128630321"	"<i>SPTAN1</i>"	"cryptic"	0.00232	"SPTAN1"	"ENSG00000197694.18"	"chr9"	128627942	128630321	"annotated"	-0.024	"ENST00000358161.9+ENST00000372731.8+ENST00000372739.7+ENST00000630804.2+ENST00000630866.1+ENST00000636939.1"	"NALM_6"
"9632"	"clu_13255_+"	3	"chr9:128627498-128630321"	"<i>SPTAN1</i>"	"cryptic"	0.00232	"SPTAN1"	"ENSG00000197694.18"	"chr9"	128627498	128627925	"annotated"	-0.015	"ENST00000358161.9+ENST00000372731.8+ENST00000372739.7+ENST00000629089.1+ENST00000630804.2+ENST00000630866.1+ENST00000636939.1"	"NALM_6"
"9633"	"clu_13256_+"	2	"chr9:128684007-128691170"	"<i>SET</i>"	"annotated"	0.0341	"SET"	"ENSG00000123219.13"	"chr9"	128689655	128691170	"annotated"	0.038	"ENST00000322030.13+ENST00000372688.9"	"NALM_6"
"9634"	"clu_13256_+"	2	"chr9:128684007-128691170"	"<i>SET</i>"	"annotated"	0.0341	"SET"	"ENSG00000123219.13"	"chr9"	128684007	128691170	"annotated"	-0.038	"ENST00000372692.8+ENST00000686568.1+ENST00000686840.1"	"NALM_6"
"9635"	"clu_13304_+"	3	"chr9:133348246-133348922"	"<i>RPL7A</i>"	"cryptic"	0.0139	"RPL7A"	"ENSG00000263001.8"	"chr9"	133348246	133348922	"annotated"	0.035	"ENST00000323345.11+ENST00000463740.5"	"NALM_6"
"9636"	"clu_13304_+"	3	"chr9:133348246-133348922"	"<i>RPL7A</i>"	"cryptic"	0.0139	"RPL7A"	"ENSG00000263001.8"	"chr9"	133348388	133348922	"annotated"	-0.012	"ENST00000468019.5"	"NALM_6"
"9637"	"clu_13304_+"	3	"chr9:133348246-133348922"	"<i>RPL7A</i>"	"cryptic"	0.0139	"RPL7A"	"ENSG00000102897.10"	"chr9"	133348408	133348922	"cryptic_fiveprime"	-0.023	"."	"NALM_6"
"9638"	"clu_13341_+"	3	"chr9:137728529-137743395"	"<i>EHMT1</i>"	"cryptic"	0.0201	"EHMT1"	"ENSG00000171204.13"	"chr9"	137728529	137743395	"cryptic_threeprime"	-0.008	"."	"NALM_6"
"9639"	"clu_13341_+"	3	"chr9:137728529-137743395"	"<i>EHMT1</i>"	"cryptic"	0.0201	"EHMT1"	"ENSG00000171204.13"	"chr9"	137728529	137743371	"annotated"	0.185	"ENST00000371394.6+ENST00000460843.6+ENST00000462484.5+ENST00000629335.2+ENST00000637161.1+ENST00000637977.1+ENST00000638071.1"	"NALM_6"
"9640"	"clu_13341_+"	3	"chr9:137728529-137743395"	"<i>EHMT1</i>"	"cryptic"	0.0201	"EHMT1"	"ENSG00000171204.13"	"chr9"	137728529	137743392	"annotated"	-0.178	"ENST00000626066.2+ENST00000636027.1"	"NALM_6"
"9641"	"clu_13378_-"	3	"chr9:33933628-33935839"	"<i>UBAP2</i>"	"annotated"	0.0246	"UBAP2"	"ENSG00000091527.17"	"chr9"	33933628	33934054	"annotated"	0.013	"ENST00000474372.1"	"NALM_6"
"9642"	"clu_13378_-"	3	"chr9:33933628-33935839"	"<i>UBAP2</i>"	"annotated"	0.0246	"UBAP2"	"ENSG00000091527.17"	"chr9"	33933628	33935839	"annotated"	-0.117	"ENST00000360802.6+ENST00000379238.7+ENST00000488443.1+ENST00000629575.2+ENST00000681980.1+ENST00000682209.1+ENST00000682239.1+ENST00000682914.1+ENST00000683084.1+ENST00000683140.1+ENST00000683252.1+ENST00000683659.1+ENST00000683717.1+ENST00000684158.1+ENST00000684754.1"	"NALM_6"
"9643"	"clu_13378_-"	3	"chr9:33933628-33935839"	"<i>UBAP2</i>"	"annotated"	0.0246	"UBAP2"	"ENSG00000091527.17"	"chr9"	33933646	33935839	"annotated"	0.104	"ENST00000379239.9"	"NALM_6"
"9644"	"clu_13393_-"	2	"chr9:35616270-35616600"	"<i>CD72</i>"	"cryptic"	0.00779	"CD72"	"ENSG00000203875.13"	"chr9"	35616270	35616600	"cryptic_threeprime"	0.295	"."	"NALM_6"
"9645"	"clu_13393_-"	2	"chr9:35616270-35616600"	"<i>CD72</i>"	"cryptic"	0.00779	"CD72"	"ENSG00000203875.13"	"chr9"	35616278	35616600	"annotated"	-0.295	"ENST00000259633.9+ENST00000396757.6+ENST00000477364.5"	"NALM_6"
"9646"	"clu_13402_-"	2	"chr9:35813145-35813266"	"<i>HINT2</i>"	"cryptic"	0.000521	"HINT2"	"ENSG00000137133.11"	"chr9"	35813145	35813266	"annotated"	-0.251	"ENST00000259667.6+ENST00000471774.5+ENST00000472085.5+ENST00000474848.6+ENST00000474908.5+ENST00000650284.1"	"NALM_6"
"9647"	"clu_13402_-"	2	"chr9:35813145-35813266"	"<i>HINT2</i>"	"cryptic"	0.000521	"HINT2"	"ENSG00000137133.11"	"chr9"	35813156	35813266	"cryptic_threeprime"	0.251	"."	"NALM_6"
"9648"	"clu_13406_-"	2	"chr9:36351199-36352742"	"<i>RNF38</i>"	"cryptic"	0.00122	"RNF38"	"ENSG00000137075.18"	"chr9"	36351199	36352742	"annotated"	-0.359	"ENST00000259605.11+ENST00000350199.8+ENST00000353739.8+ENST00000357058.7+ENST00000377877.4+ENST00000377885.6+ENST00000611646.4"	"NALM_6"
"9649"	"clu_13406_-"	2	"chr9:36351199-36352742"	"<i>RNF38</i>"	"cryptic"	0.00122	"RNF38"	"ENSG00000137075.18"	"chr9"	36351219	36352742	"cryptic_threeprime"	0.359	"."	"NALM_6"
"9650"	"clu_1344_-"	2	"chr1:226297813-226301173"	"<i>LIN9</i>"	"cryptic"	0.0104	"LIN9"	"ENSG00000129824.16"	"chr1"	226297813	226301173	"annotated"	-0.126	"ENST00000328205.9+ENST00000359525.2+ENST00000366808.6+ENST00000460719.5+ENST00000481685.1+ENST00000681046.1"	"NALM_6"
"9651"	"clu_1344_-"	2	"chr1:226297813-226301173"	"<i>LIN9</i>"	"cryptic"	0.0104	"LIN9"	"ENSG00000129824.16"	"chr1"	226297832	226301173	"cryptic_threeprime"	0.126	"."	"NALM_6"
"9652"	"clu_13447_-"	2	"chr9:87967644-87969194"	"<i>CDK20</i>"	"cryptic"	0.0016	"CDK20"	"ENSG00000156345.18"	"chr9"	87967644	87969194	"cryptic_threeprime"	0.467	"."	"NALM_6"
"9653"	"clu_13447_-"	2	"chr9:87967644-87969194"	"<i>CDK20</i>"	"cryptic"	0.0016	"CDK20"	"ENSG00000156345.18"	"chr9"	87967659	87969194	"annotated"	-0.467	"ENST00000325303.9+ENST00000336654.9+ENST00000375871.8+ENST00000375883.7+ENST00000459720.5+ENST00000486228.7"	"NALM_6"
"9654"	"clu_13448_-"	6	"chr9:87969349-87970776"	"<i>CDK20</i>"	"cryptic"	7e-07	"CDK20"	"ENSG00000156345.18"	"chr9"	87969349	87969796	"annotated"	-0.092	"ENST00000325303.9+ENST00000336654.9+ENST00000375883.7+ENST00000486228.7+ENST00000605159.5"	"NALM_6"
"9655"	"clu_13448_-"	6	"chr9:87969349-87970776"	"<i>CDK20</i>"	"cryptic"	7e-07	"CDK20"	"ENSG00000156345.18"	"chr9"	87969349	87970776	"annotated"	-0.126	"ENST00000325303.9+ENST00000336654.9+ENST00000375871.8+ENST00000375883.7+ENST00000605159.5"	"NALM_6"
"9656"	"clu_13448_-"	6	"chr9:87969349-87970776"	"<i>CDK20</i>"	"cryptic"	7e-07	"CDK20"	"ENSG00000156345.18"	"chr9"	87969919	87970568	"annotated"	0.151	"ENST00000325303.9+ENST00000486228.7"	"NALM_6"
"9657"	"clu_13448_-"	6	"chr9:87969349-87970776"	"<i>CDK20</i>"	"cryptic"	7e-07	"CDK20"	"ENSG00000156345.18"	"chr9"	87969919	87970776	"annotated"	-0.129	"ENST00000325303.9+ENST00000336654.9+ENST00000375883.7+ENST00000605159.5"	"NALM_6"
"9658"	"clu_13448_-"	6	"chr9:87969349-87970776"	"<i>CDK20</i>"	"cryptic"	7e-07	"CDK20"	"ENSG00000156345.18"	"chr9"	87970630	87970776	"annotated"	-0.074	"ENST00000325303.9"	"NALM_6"
"9659"	"clu_13448_-"	6	"chr9:87969349-87970776"	"<i>CDK20</i>"	"cryptic"	7e-07	"CDK20"	"ENSG00000156345.18"	"chr9"	87970645	87970776	"cryptic_threeprime"	0.269	"."	"NALM_6"
"9660"	"clu_13514_-"	4	"chr9:120788186-120793149"	"<i>FBXW2</i>"	"cryptic"	0.0268	"FBXW2"	"ENSG00000178917.17"	"chr9"	120788186	120792887	"novel annotated pair"	-0.042	"."	"NALM_6"
"9661"	"clu_13514_-"	4	"chr9:120788186-120793149"	"<i>FBXW2</i>"	"cryptic"	0.0268	"FBXW2"	"ENSG00000178917.17"	"chr9"	120788186	120793149	"annotated"	0.14	"ENST00000684405.1"	"NALM_6"
"9662"	"clu_13514_-"	4	"chr9:120788186-120793149"	"<i>FBXW2</i>"	"cryptic"	0.0268	"FBXW2"	"ENSG00000178917.17"	"chr9"	120788278	120792887	"annotated"	0.011	"ENST00000684001.1"	"NALM_6"
"9663"	"clu_13514_-"	4	"chr9:120788186-120793149"	"<i>FBXW2</i>"	"cryptic"	0.0268	"FBXW2"	"ENSG00000178917.17"	"chr9"	120788278	120793149	"annotated"	-0.109	"ENST00000453291.2+ENST00000608872.6+ENST00000684047.1"	"NALM_6"
